Province/State,Country/Region,Lat,Long,Date,Confirmed,Death,Recovered
Curacao,Netherlands,12.1696,-68.99,2020-04-03,11,1,1.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-03,23,2,40.0
,Netherlands,52.1326,5.2913,2020-04-03,15723,1487,1.0
,New Zealand,-40.9006,174.886,2020-04-03,868,1,0.0
,Nicaragua,12.865416,-85.207229,2020-04-03,5,1,7.0
,Niger,17.607789,8.081666,2020-04-03,120,5,19337.0
,Nigeria,9.082,8.6753,2020-04-03,210,4,1.0
,North Macedonia,41.6086,21.7453,2020-04-03,430,12,2.0
,Norway,60.472,8.4689,2020-04-03,5370,59,46.0
,Oman,21.512583,55.92325500000001,2020-04-03,252,1,36081.0
,Pakistan,30.3753,69.3451,2020-04-03,2818,41,31.0
,Panama,8.538,-80.7821,2020-04-03,1475,37,269.0
,Papua New Guinea,-6.314993,143.95555,2020-04-03,1,0,0.0
,Paraguay,-23.4425,-58.4438,2020-04-03,92,3,17.0
,Peru,-9.19,-75.0152,2020-04-03,1595,61,5.0
,Philippines,12.879721,121.774017,2020-04-03,3018,136,0.0
,Poland,51.9194,19.1451,2020-04-03,3383,71,8.0
,Portugal,39.3999,-8.2245,2020-04-03,9886,246,0.0
,Qatar,25.3548,51.1839,2020-04-03,1075,3,0.0
,Romania,45.9432,24.9668,2020-04-03,3183,133,6.0
,Russia,61.52401,105.318756,2020-04-03,4149,34,71.0
,Rwanda,-1.9403,29.8739,2020-04-03,89,0,559.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-03,9,0,421.0
,Saint Lucia,13.9094,-60.9789,2020-04-03,13,0,204.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-03,3,0,27039.0
,San Marino,43.9424,12.4578,2020-04-03,245,30,373.0
,Sao Tome and Principe,0.1864,6.6131,2020-04-03,0,0,25.0
,Saudi Arabia,23.885942,45.079162,2020-04-03,2039,25,770.0
,Senegal,14.4974,-14.4524,2020-04-03,207,1,24392.0
,Serbia,44.0165,21.0059,2020-04-03,1476,39,8.0
,Seychelles,-4.6796,55.492,2020-04-03,10,0,592.0
,Sierra Leone,8.460555000000001,-11.779889,2020-04-03,2,0,138.0
,Singapore,1.2833,103.8333,2020-04-03,1114,5,51.0
,Slovakia,48.669,19.699,2020-04-03,450,1,7.0
,Slovenia,46.1512,14.9955,2020-04-03,934,20,6694.0
,Solomon Islands,-9.6457,160.1562,2020-04-03,0,0,24.0
,Somalia,5.152149,46.199616,2020-04-03,7,0,105.0
,South Africa,-30.5595,22.9375,2020-04-03,1505,9,33.0
,South Sudan,6.877000000000002,31.307,2020-04-03,0,0,0.0
,Spain,40.463667,-3.74922,2020-04-03,119199,11198,16.0
,Sri Lanka,7.873054,80.77179699999998,2020-04-03,159,4,62.0
,Sudan,12.8628,30.2176,2020-04-03,10,2,0.0
,Suriname,3.9193,-56.0278,2020-04-03,10,1,3.0
,Sweden,60.128161,18.643501,2020-04-03,6475,605,1.0
,Switzerland,46.8182,8.2275,2020-04-03,19606,591,61.0
,Syria,34.802075,38.99681500000001,2020-04-03,16,2,8.0
,Taiwan*,23.7,121.0,2020-04-03,348,5,500.0
,Tajikistan,38.861,71.2761,2020-04-03,0,0,0.0
,Tanzania,-6.369028,34.888822,2020-04-03,20,1,7.0
,Thailand,15.870032,100.992541,2020-04-03,1978,19,0.0
,Timor-Leste,-8.874217,125.727539,2020-04-03,1,0,1321.0
,Togo,8.6195,0.8248,2020-04-03,40,3,13.0
,Trinidad and Tobago,10.6918,-61.2225,2020-04-03,98,6,12.0
,Tunisia,33.886917,9.537499,2020-04-03,495,18,5.0
,Turkey,38.9637,35.2433,2020-04-03,20921,425,2.0
,US,40.0,-100.0,2020-04-03,280302,9313,8.0
,Uganda,1.373333,32.290275,2020-04-03,48,0,633.0
,Ukraine,48.3794,31.1656,2020-04-03,1072,27,40.0
,United Arab Emirates,23.424076,53.847818,2020-04-03,1264,9,4.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-04-03,3,0,4.0
Bermuda,United Kingdom,32.3078,-64.7505,2020-04-03,35,0,4.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-03,3,0,93.0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-03,28,1,1.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-03,232,4,3.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-03,0,0,1.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-04-03,95,0,14.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-03,114,1,0.0
Montserrat,United Kingdom,16.742498,-62.187366,2020-04-03,6,0,7.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-03,5,0,1.0
,United Kingdom,55.3781,-3.4360000000000004,2020-04-03,53178,4518,0.0
,Uruguay,-32.5228,-55.7658,2020-04-03,386,4,241.0
,Uzbekistan,41.377491,64.585262,2020-04-03,227,2,0.0
,Venezuela,6.4238,-66.5897,2020-04-03,153,7,26.0
,Vietnam,14.058324,108.277199,2020-04-03,237,0,44.0
,West Bank and Gaza,31.9522,35.2332,2020-04-03,194,1,30.0
,Western Sahara,24.2155,-12.8858,2020-04-03,0,0,32.0
,Yemen,15.552727,48.516388,2020-04-03,0,0,67.0
,Zambia,-13.133897,27.849332,2020-04-03,39,1,467.0
,Zimbabwe,-19.015438,29.154857,2020-04-03,9,1,14.0
,Afghanistan,33.93911,67.709953,2020-04-04,299,7,0.0
,Albania,41.1533,20.1683,2020-04-04,333,20,15.0
,Algeria,28.0339,1.6596,2020-04-04,1251,130,1301.0
,Andorra,42.5063,1.5218,2020-04-04,466,17,84.0
,Angola,-11.2027,17.8739,2020-04-04,10,2,191.0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-04,15,0,184.0
,Argentina,-38.4161,-63.6167,2020-04-04,1451,43,150.0
,Armenia,40.0691,45.0382,2020-04-04,770,7,460.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-04,93,2,494.0
New South Wales,Australia,-33.8688,151.2093,2020-04-04,2493,12,7.0
Northern Territory,Australia,-12.4634,130.8456,2020-04-04,26,0,0.0
Queensland,Australia,-27.4698,153.0251,2020-04-04,900,4,1.0
South Australia,Australia,-34.9285,138.6007,2020-04-04,407,0,1.0
Tasmania,Australia,-42.8821,147.3272,2020-04-04,80,2,40.0
Victoria,Australia,-37.8136,144.9631,2020-04-04,1115,8,0.0
Western Australia,Australia,-31.9505,115.8605,2020-04-04,436,2,615.0
,Austria,47.5162,14.5501,2020-04-04,11781,186,105.0
,Azerbaijan,40.1431,47.5769,2020-04-04,521,5,0.0
,Bahamas,25.025885,-78.035889,2020-04-04,28,4,0.0
,Bahrain,26.0275,50.55,2020-04-04,688,4,0.0
,Bangladesh,23.685,90.3563,2020-04-04,70,8,377.0
,Barbados,13.1939,-59.5432,2020-04-04,52,0,13.0
,Belarus,53.7098,27.9534,2020-04-04,440,5,102.0
,Belgium,50.8333,4.469936,2020-04-04,18431,1283,0.0
,Belize,17.1899,-88.4976,2020-04-04,4,0,1.0
,Benin,9.3077,2.3158,2020-04-04,16,0,95.0
,Bhutan,27.5142,90.4336,2020-04-04,5,0,0.0
,Bolivia,-16.2902,-63.5887,2020-04-04,139,10,43208.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-04-04,624,21,42.0
,Botswana,-22.3285,24.6849,2020-04-04,4,1,2.0
,Brazil,-14.235,-51.9253,2020-04-04,10360,445,0.0
,Brunei,4.5353,114.7277,2020-04-04,135,1,0.0
,Bulgaria,42.7339,25.4858,2020-04-04,503,17,8704.0
,Burkina Faso,12.2383,-1.5616,2020-04-04,318,16,3.0
,Burma,21.9162,95.956,2020-04-04,21,1,57.0
,Burundi,-3.3731,29.9189,2020-04-04,3,0,0.0
,Cabo Verde,16.5388,-23.0418,2020-04-04,7,1,5.0
,Cambodia,11.55,104.9167,2020-04-04,114,0,888.0
,Cameroon,3.848,11.5021,2020-04-04,555,9,0.0
Alberta,Canada,53.9333,-116.5765,2020-04-04,1075,18,23.0
British Columbia,Canada,53.7267,-127.6476,2020-04-04,1203,38,1.0
Diamond Princess,Canada,0.0,0.0,2020-04-04,0,1,25.0
Grand Princess,Canada,0.0,0.0,2020-04-04,13,0,1582.0
Manitoba,Canada,53.7609,-98.8139,2020-04-04,182,2,21763.0
New Brunswick,Canada,46.5653,-66.4619,2020-04-04,91,0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-04,195,1,28.0
Northwest Territories,Canada,64.8255,-124.8457,2020-04-04,4,0,186.0
Nova Scotia,Canada,44.682,-63.7443,2020-04-04,236,0,0.0
Ontario,Canada,51.2538,-85.3232,2020-04-04,3630,94,17.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-04-04,22,0,0.0
Quebec,Canada,52.9399,-73.5491,2020-04-04,6101,61,6.0
Saskatchewan,Canada,52.9399,-106.4509,2020-04-04,220,3,34.0
Yukon,Canada,64.2823,-135.0,2020-04-04,6,0,0.0
,Central African Republic,6.6111,20.9394,2020-04-04,8,0,60.0
,Chad,15.4542,18.7322,2020-04-04,9,0,73.0
,Chile,-35.6751,-71.543,2020-04-04,4355,27,0.0
Anhui,China,31.8257,117.2264,2020-04-04,990,6,0.0
Beijing,China,40.1824,116.4142,2020-04-04,585,8,135.0
Chongqing,China,30.0572,107.874,2020-04-04,579,6,150.0
Fujian,China,26.0789,117.9874,2020-04-04,350,1,30.0
Gansu,China,35.7518,104.2861,2020-04-04,138,2,65.0
Guangdong,China,23.3417,113.4244,2020-04-04,1516,8,123.0
Guangxi,China,23.8298,108.7881,2020-04-04,254,2,42.0
Guizhou,China,26.8154,106.8748,2020-04-04,146,2,0.0
Hainan,China,19.1959,109.7453,2020-04-04,168,6,0.0
Hebei,China,39.549,116.1306,2020-04-04,326,6,7.0
Heilongjiang,China,47.862,127.7615,2020-04-04,491,13,0.0
Henan,China,37.8957,114.9042,2020-04-04,1276,22,29.0
Hong Kong,China,22.3,114.2,2020-04-04,862,4,154.0
Hubei,China,30.9756,112.2707,2020-04-04,67803,3207,237.0
Hunan,China,27.6104,111.7088,2020-04-04,1019,4,52.0
Inner Mongolia,China,44.0935,113.9448,2020-04-04,117,1,2.0
Jiangsu,China,32.9711,119.455,2020-04-04,651,0,0.0
Jiangxi,China,27.614,115.7221,2020-04-04,937,1,358.0
Jilin,China,43.6661,126.1923,2020-04-04,98,1,114.0
Liaoning,China,41.2956,122.6085,2020-04-04,141,2,40.0
Macau,China,22.1667,113.55,2020-04-04,43,0,4.0
Ningxia,China,37.2692,106.1655,2020-04-04,75,0,2.0
Qinghai,China,35.7452,95.9956,2020-04-04,18,0,173.0
Shaanxi,China,35.1917,108.8701,2020-04-04,256,3,53.0
Shandong,China,36.3427,118.1498,2020-04-04,778,7,26.0
Shanghai,China,31.202,121.4491,2020-04-04,529,6,620.0
Shanxi,China,37.5777,112.2922,2020-04-04,137,0,162.0
Sichuan,China,30.6171,102.7103,2020-04-04,557,3,4512.0
Tianjin,China,39.3054,117.323,2020-04-04,180,3,63.0
Tibet,China,31.6927,88.0924,2020-04-04,1,0,5.0
Xinjiang,China,41.1129,85.2401,2020-04-04,76,3,477.0
Yunnan,China,24.974,101.487,2020-04-04,184,2,33.0
Zhejiang,China,29.1832,120.0934,2020-04-04,1262,1,8.0
,Colombia,4.5709,-74.2973,2020-04-04,1406,32,77.0
,Comoros,-11.6455,43.3333,2020-04-04,0,0,4681.0
,Congo (Brazzaville),-0.228,15.8277,2020-04-04,22,2,0.0
,Congo (Kinshasa),-4.0383,21.7587,2020-04-04,154,18,5.0
,Costa Rica,9.7489,-83.7534,2020-04-04,435,2,2.0
,Cote d'Ivoire,7.54,-5.5471,2020-04-04,245,1,2.0
,Croatia,45.1,15.2,2020-04-04,1126,12,79.0
,Cuba,21.521757,-77.78116700000002,2020-04-04,288,6,0.0
,Cyprus,35.1264,33.4299,2020-04-04,426,11,127.0
,Czechia,49.8175,15.473,2020-04-04,4472,59,91.0
Faroe Islands,Denmark,61.8926,-6.9118,2020-04-04,181,0,42.0
Greenland,Denmark,71.7069,-42.6043,2020-04-04,11,0,134.0
,Denmark,56.2639,9.5018,2020-04-04,4077,161,0.0
,Diamond Princess,0.0,0.0,2020-04-04,712,11,0.0
,Djibouti,11.8251,42.5903,2020-04-04,50,0,1.0
,Dominica,15.415,-61.371,2020-04-04,14,0,63.0
,Dominican Republic,18.7357,-70.1627,2020-04-04,1488,68,60.0
,Ecuador,-1.8312,-78.1834,2020-04-04,3465,172,4154.0
,Egypt,26.820553000000004,30.802498,2020-04-04,1070,71,0.0
,El Salvador,13.7942,-88.8965,2020-04-04,56,3,2.0
,Equatorial Guinea,1.6508,10.2679,2020-04-04,16,0,1115.0
,Eritrea,15.1794,39.7823,2020-04-04,29,0,984.0
,Estonia,58.5953,25.0136,2020-04-04,1039,13,455.0
,Eswatini,-26.5225,31.4659,2020-04-04,9,0,570.0
,Ethiopia,9.145,40.4897,2020-04-04,38,0,308.0
,Fiji,-17.7134,178.065,2020-04-04,12,0,133.0
,Finland,61.92411,25.748151,2020-04-04,1882,25,1411.0
French Guiana,France,3.9339,-53.1258,2020-04-04,61,0,252.0
French Polynesia,France,-17.6797,149.4068,2020-04-04,40,0,144.0
Guadeloupe,France,16.265,-61.551,2020-04-04,134,7,162.0
Martinique,France,14.6415,-61.0242,2020-04-04,145,3,312.0
Mayotte,France,-12.8275,45.166244,2020-04-04,134,2,470.0
New Caledonia,France,-20.904305,165.618042,2020-04-04,17,0,1252.0
Reunion,France,-21.1151,55.5364,2020-04-04,334,0,264.0
Saint Barthelemy,France,17.9,-62.8333,2020-04-04,6,0,64142.0
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-04-04,0,0,1014.0
St Martin,France,18.0708,-63.0501,2020-04-04,24,2,74.0
,France,46.2276,2.2137,2020-04-04,68605,7560,633.0
,Gabon,-0.8037,11.6094,2020-04-04,21,1,935.0
,Gambia,13.4432,-15.3101,2020-04-04,4,1,93.0
,Georgia,42.3154,43.3569,2020-04-04,162,1,131.0
,Germany,51.165691,10.451526,2020-04-04,96092,1444,10.0
,Ghana,7.9465,-1.0232,2020-04-04,205,5,75.0
,Greece,39.0742,21.8243,2020-04-04,1673,68,18.0
,Grenada,12.1165,-61.679,2020-04-04,12,0,246.0
,Guatemala,15.7835,-90.2308,2020-04-04,61,2,755.0
,Guinea,9.9456,-9.6966,2020-04-04,111,0,418.0
,Guinea-Bissau,11.8037,-15.1804,2020-04-04,18,0,134.0
,Guyana,4.860416000000002,-58.93018000000001,2020-04-04,23,4,541.0
,Haiti,18.9712,-72.2852,2020-04-04,20,0,152.0
,Holy See,41.9029,12.4534,2020-04-04,7,0,1.0
,Honduras,15.2,-86.2419,2020-04-04,264,15,73.0
,Hungary,47.1625,19.5033,2020-04-04,678,32,173.0
,Iceland,64.9631,-19.0208,2020-04-04,1417,4,1232.0
,India,20.593684,78.96288,2020-04-04,3082,86,123.0
,Indonesia,-0.7893,113.9213,2020-04-04,2092,191,0.0
,Iran,32.427908,53.68804599999999,2020-04-04,55743,3452,2.0
,Iraq,33.223191,43.679291,2020-04-04,878,56,9.0
,Ireland,53.1424,-7.6921,2020-04-04,4604,137,29.0
,Israel,31.046051,34.851612,2020-04-04,7851,44,48.0
,Italy,41.87194,12.56738,2020-04-04,124632,15362,179.0
,Jamaica,18.1096,-77.2975,2020-04-04,53,3,27.0
,Japan,36.204824,138.252924,2020-04-04,3525,87,52.0
,Jordan,31.24,36.51,2020-04-04,323,5,233.0
,Kazakhstan,48.0196,66.9237,2020-04-04,531,5,131.0
,Kenya,-0.0236,37.9062,2020-04-04,126,4,11.0
,"Korea, South",35.90775700000001,127.766922,2020-04-04,10156,177,1621.0
,Kosovo,42.602636,20.902977,2020-04-04,135,1,619.0
,Kuwait,29.31166,47.481766,2020-04-04,479,1,25.0
,Kyrgyzstan,41.20438,74.766098,2020-04-04,144,1,1.0
,Laos,19.85627,102.495496,2020-04-04,10,0,50.0
,Latvia,56.8796,24.6032,2020-04-04,509,1,140.0
,Lebanon,33.8547,35.8623,2020-04-04,520,17,305.0
,Lesotho,-29.61,28.2336,2020-04-04,0,0,9.0
,Liberia,6.4280550000000005,-9.429499,2020-04-04,10,1,3.0
,Libya,26.3351,17.228331,2020-04-04,18,1,0.0
,Liechtenstein,47.14,9.55,2020-04-04,77,1,72.0
,Lithuania,55.1694,23.8813,2020-04-04,771,11,7.0
,Luxembourg,49.8153,6.1296,2020-04-04,2729,31,4.0
,MS Zaandam,0.0,0.0,2020-04-04,9,2,0.0
,Madagascar,-18.766947,46.869107,2020-04-04,70,0,300.0
,Malawi,-13.2543,34.3015,2020-04-04,4,0,34.0
,Malaysia,4.210483999999999,101.975766,2020-04-04,3483,57,0.0
,Maldives,3.2028,73.2207,2020-04-04,19,0,43.0
,Mali,17.570692,-3.996166000000001,2020-04-04,41,3,50.0
,Malta,35.9375,14.3754,2020-04-04,213,0,22.0
,Mauritania,21.0079,-10.9408,2020-04-04,6,1,1.0
,Mauritius,-20.348404,57.552152,2020-04-04,196,7,40.0
,Mexico,23.6345,-102.5528,2020-04-04,1890,79,1.0
,Moldova,47.4116,28.3699,2020-04-04,752,12,0.0
,Monaco,43.7333,7.4167,2020-04-04,66,1,7.0
,Mongolia,46.8625,103.8467,2020-04-04,14,0,21254.0
,Montenegro,42.708678000000006,19.37439,2020-04-04,201,2,1.0
,Morocco,31.7917,-7.0926,2020-04-04,919,59,2.0
,Mozambique,-18.665695,35.529562,2020-04-04,10,0,50.0
,Namibia,-22.9576,18.4904,2020-04-04,14,0,46300.0
,Nepal,28.1667,84.25,2020-04-04,9,0,34.0
Aruba,Netherlands,12.5211,-69.9683,2020-04-04,64,0,269.0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-04-04,2,0,0.0
Curacao,Netherlands,12.1696,-68.99,2020-04-04,11,1,17.0
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-04,23,4,5.0
,Netherlands,52.1326,5.2913,2020-04-04,16627,1651,0.0
,New Zealand,-40.9006,174.886,2020-04-04,950,1,8.0
,Nicaragua,12.865416,-85.207229,2020-04-04,5,1,0.0
,Niger,17.607789,8.081666,2020-04-04,144,8,2.0
,Nigeria,9.082,8.6753,2020-04-04,214,4,6.0
,North Macedonia,41.6086,21.7453,2020-04-04,483,17,94.0
,Norway,60.472,8.4689,2020-04-04,5550,62,633.0
,Oman,21.512583,55.92325500000001,2020-04-04,277,2,506.0
,Pakistan,30.3753,69.3451,2020-04-04,3157,47,222.0
,Panama,8.538,-80.7821,2020-04-04,1673,41,29812.0
,Papua New Guinea,-6.314993,143.95555,2020-04-04,1,0,452.0
,Paraguay,-23.4425,-58.4438,2020-04-04,96,3,25.0
,Peru,-9.19,-75.0152,2020-04-04,1746,73,801.0
,Philippines,12.879721,121.774017,2020-04-04,3094,144,26491.0
,Poland,51.9194,19.1451,2020-04-04,3627,79,10.0
,Portugal,39.3999,-8.2245,2020-04-04,10524,266,622.0
,Qatar,25.3548,51.1839,2020-04-04,1325,3,150.0
,Romania,45.9432,24.9668,2020-04-04,3613,146,54.0
,Russia,61.52401,105.318756,2020-04-04,4731,43,9.0
,Rwanda,-1.9403,29.8739,2020-04-04,102,0,6776.0
,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-04,9,0,30.0
,Saint Lucia,13.9094,-60.9789,2020-04-04,14,0,111.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-04,7,0,33.0
,San Marino,43.9424,12.4578,2020-04-04,259,32,0.0
,Sao Tome and Principe,0.1864,6.6131,2020-04-04,0,0,16.0
,Saudi Arabia,23.885942,45.079162,2020-04-04,2179,29,62.0
,Senegal,14.4974,-14.4524,2020-04-04,219,2,0.0
,Serbia,44.0165,21.0059,2020-04-04,1624,44,3.0
,Seychelles,-4.6796,55.492,2020-04-04,10,0,8.0
,Sierra Leone,8.460555000000001,-11.779889,2020-04-04,4,0,61.0
,Singapore,1.2833,103.8333,2020-04-04,1189,6,8.0
,Slovakia,48.669,19.699,2020-04-04,471,1,500.0
,Slovenia,46.1512,14.9955,2020-04-04,977,22,0.0
,Solomon Islands,-9.6457,160.1562,2020-04-04,0,0,11.0
,Somalia,5.152149,46.199616,2020-04-04,7,0,0.0
,South Africa,-30.5595,22.9375,2020-04-04,1585,9,1487.0
,South Sudan,6.877000000000002,31.307,2020-04-04,0,0,13.0
,Spain,40.463667,-3.74922,2020-04-04,126168,11947,16.0
,Sri Lanka,7.873054,80.77179699999998,2020-04-04,166,5,16.0
,Sudan,12.8628,30.2176,2020-04-04,10,2,2.0
,Suriname,3.9193,-56.0278,2020-04-04,10,1,19.0
,Sweden,60.128161,18.643501,2020-04-04,6832,690,633.0
,Switzerland,46.8182,8.2275,2020-04-04,20505,666,40.0
,Syria,34.802075,38.99681500000001,2020-04-04,16,2,4.0
,Taiwan*,23.7,121.0,2020-04-04,355,5,4.0
,Tajikistan,38.861,71.2761,2020-04-04,0,0,4.0
,Tanzania,-6.369028,34.888822,2020-04-04,20,1,97.0
,Thailand,15.870032,100.992541,2020-04-04,2067,20,1.0
,Timor-Leste,-8.874217,125.727539,2020-04-04,1,0,3.0
,Togo,8.6195,0.8248,2020-04-04,41,3,1.0
,Trinidad and Tobago,10.6918,-61.2225,2020-04-04,103,6,14.0
,Tunisia,33.886917,9.537499,2020-04-04,553,18,0.0
,Turkey,38.9637,35.2433,2020-04-04,23934,501,7.0
,US,40.0,-100.0,2020-04-04,313303,10843,1.0
,Uganda,1.373333,32.290275,2020-04-04,48,0,0.0
,Ukraine,48.3794,31.1656,2020-04-04,1225,32,282.0
,United Arab Emirates,23.424076,53.847818,2020-04-04,1505,10,0.0
Anguilla,United Kingdom,18.2206,-63.0686,2020-04-04,3,0,28.0
Bermuda,United Kingdom,32.3078,-64.7505,2020-04-04,35,0,44.0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-04,3,0,35.0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-04,35,1,32.0
Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-04,262,5,72.0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-04,1,0,572.0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-04-04,98,0,16.0
Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-04,126,1,0.0
Montserrat,United Kingdom,16.742498,-62.187366,2020-04-04,6,0,15.0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-04,5,0,1333.0
,United Kingdom,55.3781,-3.4360000000000004,2020-04-04,57198,5274,96.0
,Uruguay,-32.5228,-55.7658,2020-04-04,400,5,222.0
,Uzbekistan,41.377491,64.585262,2020-04-04,266,2,196.0
,Venezuela,6.4238,-66.5897,2020-04-04,155,7,178.0
,Vietnam,14.058324,108.277199,2020-04-04,240,0,528.0
,West Bank and Gaza,31.9522,35.2332,2020-04-04,217,1,580.0
,Western Sahara,24.2155,-12.8858,2020-04-04,0,0,7.0
,Yemen,15.552727,48.516388,2020-04-04,0,0,0.0
,Zambia,-13.133897,27.849332,2020-04-04,39,1,1.0
,Zimbabwe,-19.015438,29.154857,2020-04-04,9,1,1.0
,Afghanistan,33.93911,67.709953,2020-04-05,349,7,40.0
,Albania,41.1533,20.1683,2020-04-05,361,20,0.0
,Algeria,28.0339,1.6596,2020-04-05,1320,152,631.0
,Andorra,42.5063,1.5218,2020-04-05,501,18,113.0
,Angola,-11.2027,17.8739,2020-04-05,14,2,0.0
,Antigua and Barbuda,17.0608,-61.7964,2020-04-05,15,0,0.0
,Argentina,-38.4161,-63.6167,2020-04-05,1451,44,0.0
,Armenia,40.0691,45.0382,2020-04-05,822,7,406.0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-05,96,2,16.0
New South Wales,Australia,-33.8688,151.2093,2020-04-05,2580,16,120.0
Northern Territory,Australia,-12.4634,130.8456,2020-04-05,27,0,0.0
Queensland,Australia,-27.4698,153.0251,2020-04-05,907,4,1.0
South Australia,Australia,-34.9285,138.6007,2020-04-05,407,0,95.0
Tasmania,Australia,-42.8821,147.3272,2020-04-05,82,2,0.0
Victoria,Australia,-37.8136,144.9631,2020-04-05,1135,8,48021.0
Western Australia,Australia,-31.9505,115.8605,2020-04-05,453,3,44.0
,Austria,47.5162,14.5501,2020-04-05,12051,204,2.0
,Azerbaijan,40.1431,47.5769,2020-04-05,584,7,3.0
,Bahamas,25.025885,-78.035889,2020-04-05,28,4,0.0
,Bahrain,26.0275,50.55,2020-04-05,700,4,9800.0
,Bangladesh,23.685,90.3563,2020-04-05,88,9,4.0
,Barbados,13.1939,-59.5432,2020-04-05,56,1,61.0
,Belarus,53.7098,27.9534,2020-04-05,562,8,0.0
,Belgium,50.8333,4.469936,2020-04-05,19691,1447,5.0
,Belize,17.1899,-88.4976,2020-04-05,5,0,888.0
,Benin,9.3077,2.3158,2020-04-05,22,0,0.0
,Bhutan,27.5142,90.4336,2020-04-05,5,0,23.0
,Bolivia,-16.2902,-63.5887,2020-04-05,157,10,1.0
,Bosnia and Herzegovina,43.9159,17.6791,2020-04-05,654,23,25.0
,Botswana,-22.3285,24.6849,2020-04-05,6,1,1846.0
,Brazil,-14.235,-51.9253,2020-04-05,11130,486,23559.0
,Brunei,4.5353,114.7277,2020-04-05,135,1,0.0
,Bulgaria,42.7339,25.4858,2020-04-05,531,20,35.0
,Burkina Faso,12.2383,-1.5616,2020-04-05,345,17,239.0
,Burma,21.9162,95.956,2020-04-05,21,1,0.0
,Burundi,-3.3731,29.9189,2020-04-05,3,0,23.0
,Cabo Verde,16.5388,-23.0418,2020-04-05,7,1,0.0
,Cambodia,11.55,104.9167,2020-04-05,114,0,6.0
,Cameroon,3.848,11.5021,2020-04-05,650,9,38.0
Alberta,Canada,53.9333,-116.5765,2020-04-05,1181,20,1.0
British Columbia,Canada,53.7267,-127.6476,2020-04-05,1203,38,60.0
Diamond Princess,Canada,0.0,0.0,2020-04-05,0,1,82.0
Grand Princess,Canada,0.0,0.0,2020-04-05,13,0,0.0
Manitoba,Canada,53.7609,-98.8139,2020-04-05,203,2,0.0
New Brunswick,Canada,46.5653,-66.4619,2020-04-05,98,0,135.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-05,217,1,192.0
Northwest Territories,Canada,64.8255,-124.8457,2020-04-05,4,0,30.0
Nova Scotia,Canada,44.682,-63.7443,2020-04-05,262,0,65.0
Ontario,Canada,51.2538,-85.3232,2020-04-05,4354,119,126.0
Prince Edward Island,Canada,46.5107,-63.4168,2020-04-05,22,0,44.0
Quebec,Canada,52.9399,-73.5491,2020-04-05,7944,75,0.0
Saskatchewan,Canada,52.9399,-106.4509,2020-04-05,249,3,0.0
Yukon,Canada,64.2823,-135.0,2020-04-05,6,0,7.0
,Central African Republic,6.6111,20.9394,2020-04-05,8,0,0.0
,Chad,15.4542,18.7322,2020-04-05,9,0,32.0
,Chile,-35.6751,-71.543,2020-04-05,4665,34,165.0
Anhui,China,31.8257,117.2264,2020-04-05,990,6,347.0
Beijing,China,40.1824,116.4142,2020-04-05,586,8,58.0
Chongqing,China,30.0572,107.874,2020-04-05,579,6,2.0
Fujian,China,26.0789,117.9874,2020-04-05,350,1,0.0
Gansu,China,35.7518,104.2861,2020-04-05,138,2,365.0
Guangdong,China,23.3417,113.4244,2020-04-05,1524,8,138.0
Guangxi,China,23.8298,108.7881,2020-04-05,254,2,47.0
Guizhou,China,26.8154,106.8748,2020-04-05,146,2,4.0
Hainan,China,19.1959,109.7453,2020-04-05,168,6,2.0
Hebei,China,39.549,116.1306,2020-04-05,327,6,345.0
